"ITAG","cluster","AGI","gene_name"
"Solyc07g008470",1,"AT5G57170","macrophage migration inhibitory factor family protein / MIF family protein; similar to macrophage migration inhibitory factor family protein / MIF family protein [Arabidopsis thaliana] (TAIR:AT5G01650.1); similar to Os06g0699500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058472.1); similar to Macrophage migration inhibitory factor family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG22330.1); contains InterPro domain Macrophage migration inhibitory factor; (InterPro:IPR001398)"
"Solyc07g008495",11,NA,NA
"Solyc07g008500",12,NA,NA
"Solyc07g008505",12,NA,NA
"Solyc07g008520",12,"AT3G54140","proton-dependent oligopeptide transport (POT) family protein; similar to ATPTR2-B (NITRATE TRANSPORTER 1), transporter [Arabidopsis thaliana] (TAIR:AT2G02040.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT1G62200.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT5G01180.1); similar to LeOPT1 [Lycopersicon esculentum] (GB:AAD01600.1); similar to putative peptide transport protein [Oryza sativa (japonica cultivar-group)] (GB:BAD31819.1); similar to peptide transporter [Hordeum vulgare] (GB:AAC32034.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"
"Solyc07g008530",2,"AT3G02660","tRNA synthetase class I (W and Y) family protein; similar to Os01g0500900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043131.1); similar to Tyrosyl-tRNA synthetase (ISS) [Ostreococcus tauri] (GB:CAL52305.1); contains InterPro domain Tyrosyl-tRNA synthetase, class Ib; (InterPro:IPR002307); contains InterPro domain Aminoacyl-tRNA synthetase, class I; (InterPro:IPR001412); contains InterPro domain RNA-binding S4; (InterPro:IPR002942); contains InterPro domain Aminoacyl-tRNA synthetase, class Ib; (InterPro:IPR002305)"
"Solyc07g008550",12,"AT5G50400","ATPAP27/PAP27 (purple acid phosphatase 27); acid phosphatase/ protein serine/threonine phosphatase; similar to ATPAP24/PAP24 (purple acid phosphatase 24), acid phosphatase/ protein serine/threonine phosphatase [Arabidopsis thaliana] (TAIR:AT4G24890.1); similar to calcineurin-like phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT1G13750.1); similar to putative metallophosphatase [Lupinus luteus] (GB:CAD12839.3); similar to putative metallophosphatase [Lupinus luteus] (GB:CAD12837.1); similar to diphosphonucleotide phosphatase 1 [Lupinus luteus] (GB:CAD12836.1); contains InterPro domain Purple acid phosphatase, N-terminal; (InterPro:IPR008963); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)"
"Solyc07g008560",24,"AT5G50400","ATPAP27/PAP27 (purple acid phosphatase 27); acid phosphatase/ protein serine/threonine phosphatase; similar to ATPAP24/PAP24 (purple acid phosphatase 24), acid phosphatase/ protein serine/threonine phosphatase [Arabidopsis thaliana] (TAIR:AT4G24890.1); similar to calcineurin-like phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT1G13750.1); similar to putative metallophosphatase [Lupinus luteus] (GB:CAD12839.3); similar to putative metallophosphatase [Lupinus luteus] (GB:CAD12837.1); similar to diphosphonucleotide phosphatase 1 [Lupinus luteus] (GB:CAD12836.1); contains InterPro domain Purple acid phosphatase, N-terminal; (InterPro:IPR008963); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)"
"Solyc07g008570",33,"AT5G50400","ATPAP27/PAP27 (purple acid phosphatase 27); acid phosphatase/ protein serine/threonine phosphatase; similar to ATPAP24/PAP24 (purple acid phosphatase 24), acid phosphatase/ protein serine/threonine phosphatase [Arabidopsis thaliana] (TAIR:AT4G24890.1); similar to calcineurin-like phosphoesterase family protein [Arabidopsis thaliana] (TAIR:AT1G13750.1); similar to putative metallophosphatase [Lupinus luteus] (GB:CAD12839.3); similar to putative metallophosphatase [Lupinus luteus] (GB:CAD12837.1); similar to diphosphonucleotide phosphatase 1 [Lupinus luteus] (GB:CAD12836.1); contains InterPro domain Purple acid phosphatase, N-terminal; (InterPro:IPR008963); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)"
"Solyc07g008580",17,"AT1G76710","SET domain-containing protein (ASHH1); Identical to Histone-lysine N-methyltransferase ASHH1 (EC 2.1.1.43) (ASH1 homolog 1) (Protein SET DOMAIN GROUP 26) (ASHH1) [Arabidopsis Thaliana] (GB:Q84WW6;GB:Q945S9;GB:Q9SRE2); similar to EFS (EARLY FLOWERING IN SHORT DAYS) [Arabidopsis thaliana] (TAIR:AT1G77300.2); similar to Nuclear protein SET; SET-related re (GB:ABE86023.1); contains InterPro domain Nuclear protein SET; (InterPro:IPR001214); contains InterPro domain AWS; (InterPro:IPR006560); contains InterPro domain SET-related region; (InterPro:IPR003616)"
"Solyc07g008710",28,NA,NA
"Solyc07g008755",1,NA,NA
"Solyc07g008820",2,"AT5G20680","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G64020.1); similar to Os11g0241900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067587.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABA92327.1); contains InterPro domain Protein of unknown function DUF231, plant; (InterPro:IPR004253)"
"Solyc07g008920",17,"AT5G57240","oxysterol binding; similar to oxysterol-binding family protein [Arabidopsis thaliana] (TAIR:AT4G25850.1); similar to Oxysterol-binding protein [Medicago truncatula] (GB:ABD28638.1); contains InterPro domain Oxysterol-binding protein; (InterPro:IPR000648)"
"Solyc07g008990",18,NA,NA
"Solyc07g009130",29,NA,NA
"Solyc07g009135",17,NA,NA
"Solyc07g009175",12,NA,NA
"Solyc07g009220",10,"AT2G34400","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G08820.1); similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22410.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD33369.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc07g009337",21,NA,NA
"Solyc07g009360",20,NA,NA
"Solyc07g009383",4,NA,NA
"Solyc07g009500",17,NA,NA
"Solyc07g014595",11,NA,NA
"Solyc07g014640",12,"AT3G10700","Encodes a GHMP kinase family protein.  Based on gene trap line GT8007, the gene appears to be expressed in a petal and stamen-specific manner, between flower stages 8 to 11."
"Solyc07g014670",11,NA,NA
"Solyc07g014703",17,NA,NA
"Solyc07g014707",17,NA,NA
"Solyc07g014730",34,"AT2G06925","Encodes a secretory phospholipase A2 enzyme, which specifically hydrolyzes the sn-2 position of phospholipids. The enzyme has a preference towards linoleoyl acyl chain over palmitoyl acyl chain. It also has a slight preference for phosphatidylcholine over phosphatidylethanolamine."
"Solyc07g014740",17,NA,NA
"Solyc07g014745",17,NA,NA
"Solyc07g014755",18,NA,NA
"Solyc07g015800",27,NA,NA
"Solyc07g015810",5,NA,NA
"Solyc07g015940",12,NA,NA
"Solyc07g016010",17,NA,NA
"Solyc07g016065",7,NA,NA
"Solyc07g016080",12,NA,NA
"Solyc07g016085",7,NA,NA
"Solyc07g016140",9,NA,NA
"Solyc07g017240",16,NA,NA
"Solyc07g017250",5,NA,NA
"Solyc07g017260",17,NA,NA
"Solyc07g017280",5,NA,NA
"Solyc07g017290",12,NA,NA
"Solyc07g017297",17,NA,NA
"Solyc07g017347",17,NA,NA
"Solyc07g017370",10,NA,NA
"Solyc07g017405",17,NA,NA
"Solyc07g017437",17,NA,NA
"Solyc07g017470",17,NA,NA
"Solyc07g017495",17,NA,NA
"Solyc07g017530",24,"AT1G73430","sec34-like family protein; similar to Subunit of cis-Gol (GB:CAL52453.1); similar to Os08g0451000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061944.1); contains InterPro domain Sec34-like protein; (InterPro:IPR007265)"
"Solyc07g017600",33,"AT4G33220","pectinesterase family protein; similar to pectinesterase family protein [Arabidopsis thaliana] (TAIR:AT3G43270.1); similar to Pectinesterase PPE8B precursor (Pectin methylesterase) (PE) (GB:Q43062); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Pectinesterase; (InterPro:IPR000070)"
"Solyc07g017610",5,"AT4G33150","LKR (SACCHAROPINE DEHYDROGENASE); Identical to Alpha-aminoadipic semialdehyde synthase (LKR/SDH) (cAt-LKR/SDH) [Includes: Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR); Saccharopine dehydrogenase (EC 1.5.1.9) (SDH) (cAt-SDH)] (LKR/SDH) [Arabidopsis Thaliana] (GB:Q9SMZ4;GB:O04155;GB:O04156;GB:O04884;GB:Q7DM71;GB:Q947M5;GB:Q94BT4); similar to bifunctional lysine-ketoglutarate reductase/saccharopine dehydrogenase [Gossypium hirsutum] (GB:AAN14410.1); similar to lysine ketoglutarate reductase/saccharopine dehydrogenase biofunctional enzyme [Zizania latifolia] (GB:ABF18958.1); similar to lysine ketoglutarate reductase/saccharopine dehydrogenase [Zea mays] (GB:AAG21985.1); contains InterPro domain Alanine dehydrogenase/PNT, C-terminal; (InterPro:IPR007698); contains InterPro domain Saccharopine dehydrogenase; (InterPro:IPR005097); contains InterPro domain LOR/SDH bifunctional enzyme conserved region; (InterPro:IPR007545); contains InterPro domain Alanine dehydrogenase/PNT, N-terminal; (InterPro:IPR007886)"
"Solyc07g017660",16,NA,NA
"Solyc07g017687",10,NA,NA
"Solyc07g017700",3,"AT4G33140","similar to tac7077 [Zea mays] (GB:AAV64220.1); contains domain no description (G3D.3.40.50.1000); contains domain HAD-like (SSF56784)"
"Solyc07g017730",34,"AT4G31140","glycosyl hydrolase family 17 protein; Identical to Putative glucan endo-1,3-beta-glucosidase 5 precursor (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 5) ((1->3)-beta-glucanase 5) (Beta- 1,3-endoglucanase 5) (Beta-1,3-glucanase 5) [Arabidopsis Thaliana] (GB:Q9M088); similar to glycosyl hydrolase family 17 protein [Arabidopsis thaliana] (TAIR:AT5G58090.1); similar to Os02g0139300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045844.1); similar to Os08g0224500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061277.1); similar to putative 1,3-beta-glucanase [Oryza sativa (japonica cultivar-group)] (GB:AAP12947.1); contains InterPro domain X8; (InterPro:IPR012946); contains InterPro domain Glycoside hydrolase, family 17; (InterPro:IPR000490)"
"Solyc07g017733",12,NA,NA
"Solyc07g017737",21,NA,NA
"Solyc07g017780",17,"AT2G18960","plasma membrane proton ATPase"
"Solyc07g017805",17,NA,NA
"Solyc07g017820",5,NA,NA
"Solyc07g017823",17,NA,NA
"Solyc07g017902",12,NA,NA
"Solyc07g017935",4,NA,NA
"Solyc07g017950",10,"AT1G67090","ribulose bisphosphate carboxylase small chain 1A / RuBisCO small subunit 1A (RBCS-1A) (ATS1A); Identical to Ribulose bisphosphate carboxylase small chain 1A, chloroplast precursor (EC 4.1.1.39) (RuBisCO small subunit 1A) (RBCS-1A) [Arabidopsis Thaliana] (GB:P10795;GB:Q94JW2;GB:Q9FPI6;GB:Q9SAV4); similar to ribulose bisphosphate carboxylase small chain 1B / RuBisCO small subunit 1B (RBCS-1B) (ATS1B) [Arabidopsis thaliana] (TAIR:AT5G38430.1); similar to ribulose-1,5-bisphosphate carboxylase /oxygenase, small subunit; ribulose-bisphosphate carboxylase [Brassica napus] (GB:CAA53083.1); similar to Ribulose bisphosphate carboxylase small chain F1, chloroplast precursor (RuBisCO small subunit F1) (GB:P27985); contains InterPro domain Ribulose bisphosphate carboxylase, small chain; (InterPro:IPR000894)"
"Solyc07g018000",12,NA,NA
"Solyc07g018010",36,"AT5G57150","basic helix-loop-helix (bHLH) family protein; similar to basic helix-loop-helix (bHLH) family protein [Arabidopsis thaliana] (TAIR:AT4G29930.1); similar to Helix-loop-helix DNA-binding [Medicago truncatula] (GB:ABE84573.1); contains InterPro domain Helix-loop-helix DNA-binding; (InterPro:IPR011598); contains InterPro domain Basic helix-loop-helix dimerisation region bHLH; (InterPro:IPR001092)"
"Solyc07g018035",17,NA,NA
"Solyc07g018070",34,NA,NA
"Solyc07g018144",4,NA,NA
"Solyc07g018180",8,NA,NA
"Solyc07g018290",34,"AT5G57390","AIL5 (AINTEGUMENTA-LIKE 5); DNA binding / transcription factor; similar to PLT1 (PLETHORA 1), transcription factor [Arabidopsis thaliana] (TAIR:AT3G20840.1); similar to Pathogenesis-related transcriptional factor and ERF [Medicago truncatula] (GB:ABE82188.1); contains InterPro domain Pathogenesis-related transcriptional factor and ERF; (InterPro:IPR001471)"
"Solyc07g018383",12,NA,NA
"Solyc07g018390",25,NA,NA
"Solyc07g018405",12,NA,NA
"Solyc07g018435",4,NA,NA
"Solyc07g019497",17,NA,NA
"Solyc07g019573",17,NA,NA
"Solyc07g019623",17,NA,NA
"Solyc07g019650",8,NA,NA
"Solyc07g020790",17,"AT1G67300","hexose transporter, putative; Identical to Probable plastidic glucose transporter 2 [Arabidopsis Thaliana] (GB:Q9FYG3); similar to SGB1, carbohydrate transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT1G79820.2); similar to Sugar transporter [Medicago truncatula] (GB:ABE93220.1); similar to putative sugar transporter [Oryza sativa (japonica cultivar-group)] (GB:BAD21807.1); similar to sugar transporter [Citrus unshiu] (GB:AAN86062.1); contains InterPro domain Sugar transporter; (InterPro:IPR003663); contains InterPro domain Sugar transporter superfamily; (InterPro:IPR005829); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain General substrate transporter; (InterPro:IPR005828)"
"Solyc07g020793",12,NA,NA
"Solyc07g020803",12,NA,NA
"Solyc07g020807",5,NA,NA
"Solyc07g020960",34,NA,NA
"Solyc07g021156",12,NA,NA
"Solyc07g021330",18,"AT3G47490","HNH endonuclease domain-containing protein; similar to HNH endonuclease domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G18680.1); similar to HNH endonuclease family protein [Tetrahymena thermophila SB210] (GB:XP_001023127.1); similar to Os03g0169800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049103.1); similar to Os10g0335200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064372.1)"
"Solyc07g021415",17,NA,NA
"Solyc07g021490",5,NA,NA
"Solyc07g021660",4,"AT3G57870","Encodes a ubiquitin-conjugating enzyme."
"Solyc07g021700",36,"AT5G56750","Ndr family protein; similar to Ndr family protein [Arabidopsis thaliana] (TAIR:AT2G19620.1); similar to SF21C1 [Helianthus annuus] (GB:ABB79742.1); contains InterPro domain Ndr; (InterPro:IPR004142)"
"Solyc07g021710",30,NA,NA
"Solyc07g021730",9,NA,NA
"Solyc07g021750",26,"AT2G19570","Encodes a cytidine deaminase that deaminates cytidine and deoxycytidine and is competitively inhibited by cytosine-containing compounds."
"Solyc07g021760",6,NA,NA
"Solyc07g022830",1,"AT5G35730","EXS family protein / ERD1/XPR1/SYG1 family protein; similar to EXS family protein / ERD1/XPR1/SYG1 family protein [Arabidopsis thaliana] (TAIR:AT2G32295.1); similar to EXS, C-terminal [Medicago truncatula] (GB:ABD28452.1); similar to EXS family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99182.2); similar to Os12g0595000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067180.1); contains InterPro domain EXS, C-terminal; (InterPro:IPR004342)"
"Solyc07g022900",34,"AT1G45474","Encodes a component of the light harvesting complex of photosystem I."
"Solyc07g022910",34,"AT2G26570","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G42880.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G33390.1); similar to IMP dehydrogenase/GMP reductase [Medicago truncatula] (GB:ABE88908.1); contains InterPro domain Protein of unknown function DUF827, plant; (InterPro:IPR008545)"
"Solyc07g023990",20,"AT3G24530","AAA-type ATPase family protein / ankyrin repeat family protein; similar to ankyrin repeat family protein [Arabidopsis thaliana] (TAIR:AT4G19150.1); similar to probable CbbX protein [Sinorhizobium meliloti 1021] (GB:NP_436729.1); similar to Os02g0266300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046505.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain CbxX/CfqX; (InterPro:IPR000641); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"Solyc07g024010",12,"AT1G47380","protein phosphatase 2C-related / PP2C-related; similar to protein phosphatase type 2C [Arabidopsis thaliana] (TAIR:AT1G68410.2); similar to Os02g0567200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047178.1); similar to Os03g0395100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050291.1); similar to Unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAK52556.1); contains InterPro domain Protein phosphatase 2C-like; (InterPro:IPR001932)"
"Solyc07g024015",17,NA,NA
"Solyc07g024093",17,NA,NA
"Solyc07g025370",32,"AT1G75130","member of CYP721A"
"Solyc07g025400",26,NA,NA
"Solyc07g025520",24,"AT4G29590","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G01660.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE79229.1); contains InterPro domain Methyltransferase type 11; (InterPro:IPR013216)"
"Solyc07g025525",25,NA,NA
"Solyc07g026560",12,NA,NA
"Solyc07g026603",12,NA,NA
"Solyc07g026620",32,NA,NA
"Solyc07g026640",27,NA,NA
"Solyc07g026705",11,NA,NA
"Solyc07g026775",17,NA,NA
"Solyc07g026785",5,NA,NA
"Solyc07g026805",4,NA,NA
